Gender,Loan_Requirement (in 1000$),Loan_Tenure,Home_Ownership,Income (in 1000$),Employment_Tenure,Credit_score,Age,Credit_Utlization,Active_Credit_balance (in 1000$),Open_CreditAcc,Income_to_debt_ratio,Pre-Approved,LoanStatus
Female,60,18,0,2000,1,325,73,57,28,7,16,0,False
Male,98,23,0,3000,1,495,61,40,24,7,39,0,False
Male,41,13,0,69,15,660,61,58,8,2,61,1,True
Female,92,24,0,3000,0,500,70,32,24,7,13,0,False
Male,41,13,1,23,21,750,24,15,12,3,64,1,True
Female,44,21,0,6,4,370,74,64,44,7,25,0,False
Female,69,22,0,24000,1,340,71,38,20,5,24,0,False
Male,23,10,0,21,29,730,22,26,12,0,58,1,True
Female,91,22,1,4000,0,525,68,52,36,6,10,0,False
Female,8,7,0,3000,1,235,48,12,20,7,15,0,False
Female,89,16,0,2000,0,415,72,47,22,6,24,0,False
Male,41,6,0,3000,1,540,30,15,41,7,22,0,False
Male,40,9,0,10,31,905,43,21,15,2,87,1,True
Female,44,24,0,24,4,365,70,63,53,6,11,0,False
Male,41,8,0,42,5,855,48,24,11,0,59,1,True
Male,51,14,1,21,7,810,48,19,18,0,84,1,True
Male,14,5,0,12,26,675,59,17,13,3,68,0,False
Male,28,9,0,13,28,860,49,26,6,0,78,1,True
Female,85,22,0,4000,0,320,63,34,48,6,46,0,False
Male,41,14,0,16,37,695,30,21,10,2,86,1,True
Male,23,6,1,68,32,935,37,5,8,1,92,1,True
Male,64,21,1,86,15,735,61,52,17,1,55,1,True
Female,38,10,0,6,14,875,21,17,13,1,71,1,True
Male,55,5,1,39,32,785,50,22,6,2,52,1,True
Female,54,17,1,4000,0,510,60,35,35,6,26,0,False
Female,55,18,0,4000,0,490,65,39,49,5,10,0,False
Female,37,18,0,3,3,390,74,63,45,5,22,0,False
Female,51,22,0,4000,0,510,69,47,34,6,10,0,False
Female,83,19,0,3000,0,100,63,38,45,6,34,0,False
Female,45,22,0,10,2,345,70,61,46,7,11,0,False
Female,52,21,0,22000,0,170,72,34,42,7,34,0,False
Female,50,22,0,4000,1,415,70,42,47,7,13,0,False
Male,52,19,1,4000,1,280,69,50,23,5,30,0,False
Female,87,19,0,14000,1,365,65,30,35,5,30,0,False
Female,22,7,1,27,35,995,26,24,7,2,69,1,True
Female,90,20,1,24000,0,260,70,58,42,5,47,0,False
Male,18,10,0,24,33,850,34,27,19,3,60,1,True
Male,9,6,0,65,36,800,73,56,7,3,51,1,True
Female,33,13,1,20,0,355,71,61,44,1,12,0,True
Male,40,7,1,65,22,715,70,49,9,3,77,1,True
Female,91,21,1,3000,1,135,66,58,41,5,16,0,False
Male,86,24,0,2000,0,165,61,46,36,6,42,0,False
Male,51,7,1,44,28,705,47,10,17,0,53,1,True
Female,79,18,0,3000,0,255,66,57,48,6,48,0,False
Female,83,22,0,3000,0,525,67,57,49,5,11,0,False
Female,35,23,0,15,0,360,69,67,42,7,10,0,False
Male,29,14,1,7,16,955,35,10,10,3,63,1,True
Female,52,22,0,16,1,360,71,80,53,5,27,0,False
Female,51,20,0,13,2,300,66,67,42,6,26,0,False
Male,54,5,0,6,7,805,51,6,11,1,63,1,True
Female,37,17,0,22,4,335,68,51,47,6,26,0,False
Male,28,5,1,30,26,663,33,24,19,7,57,1,False
Female,73,15,0,3000,0,335,68,31,21,7,34,0,False
Female,68,15,0,4000,1,475,65,34,31,7,14,0,False
Male,23,9,1,93,19,800,32,9,9,0,91,1,True
Male,49,6,1,14,10,995,23,5,17,1,81,1,True
Female,68,16,0,2000,0,140,74,56,36,5,25,0,False
Male,23,7,1,68,24,935,29,18,6,1,87,1,True
Female,52,23,0,4,0,465,72,79,33,6,19,0,False
Male,39,14,1,31,31,990,33,29,16,2,89,1,True
Male,19,9,1,84,11,985,21,11,9,0,90,1,True
Male,88,24,0,2000,1,490,72,43,43,7,25,0,False
Male,54,19,0,64,32,730,68,59,9,3,63,1,True
Female,73,17,1,4000,0,385,23,17,42,5,28,0,False
Female,54,21,0,2000,1,475,61,43,40,7,33,0,False
Female,95,20,1,2000,1,300,22,14,42,5,36,0,False
Male,54,20,0,2000,0,220,70,58,47,5,13,0,False
Male,24,5,0,88,21,765,74,56,11,3,68,1,True
Female,52,21,0,3000,0,370,61,36,41,5,41,0,False
Male,41,17,1,4,0,300,68,79,54,7,28,1,False
Female,51,19,0,9,4,400,74,50,27,7,22,0,False
Male,22,9,1,56,24,855,48,27,8,0,92,1,True
Male,49,12,1,12,24,650,43,19,6,3,79,1,True
Female,47,22,0,21,2,370,74,62,41,5,25,0,False
Female,65,18,1,3000,0,455,71,31,34,7,12,0,False
Female,69,17,1,4000,1,250,63,50,30,6,36,0,False
Male,51,13,1,71,35,720,65,43,15,2,73,1,True
Male,48,9,1,28,16,819,20,6,5,0,77,1,False
Female,33,6,1,7,16,795,43,13,18,2,73,1,True
Female,50,18,0,7000,1,280,60,35,44,7,40,0,False
Male,37,10,1,16,30,700,30,11,7,2,58,1,True
Female,97,23,0,2000,1,375,51,16,38,6,22,0,False
Male,8,14,0,48,30,660,44,21,18,3,51,1,True
Female,53,16,0,23,0,395,71,83,35,7,14,0,False
Female,72,18,1,3000,0,310,61,57,35,5,35,0,False
Female,98,22,0,3000,0,380,39,24,31,6,46,0,False
Female,56,14,1,16,13,880,29,5,12,1,50,1,True
Female,67,19,1,21000,0,200,68,59,41,5,10,0,False
Female,46,23,0,10,0,400,67,58,48,5,16,0,False
Female,64,20,0,2000,1,325,68,30,30,7,43,0,False
Male,11,8,1,73,23,980,26,17,7,0,86,1,True
Female,41,15,0,20,3,380,72,83,38,5,28,0,False
Male,53,16,1,55,25,980,74,42,13,3,87,1,True
Male,50,10,0,2000,1,250,52,17,26,6,22,0,False
Female,49,21,0,13,2,365,70,72,47,7,16,0,False
Female,54,16,0,4000,0,525,62,52,29,5,15,0,False
Male,11,8,1,74,10,880,40,21,6,1,87,1,True
Female,53,23,0,4000,0,360,60,39,45,7,47,0,False
Male,35,6,1,14,34,860,46,8,6,1,62,1,True
Female,50,22,0,21,3,430,66,63,53,6,11,0,False
Female,21,12,1,23,15,875,24,18,16,0,66,1,True
Male,13,8,1,58,21,895,34,18,7,0,86,1,True
Male,79,22,0,4000,0,165,41,21,30,7,48,0,False
Male,47,9,0,19,33,710,52,21,10,1,55,1,True
Male,42,9,1,63,36,840,68,44,10,3,53,1,True
Male,17,9,1,23,27,835,27,19,8,0,89,1,True
Male,77,23,0,23000,1,365,60,36,41,6,29,0,False
Male,46,13,1,4000,0,170,22,18,40,5,31,0,False
Male,7,8,0,16,31,830,30,8,14,3,75,1,True
Male,22,5,1,58,19,830,45,23,6,0,94,1,True
Female,34,11,1,46,17,875,24,21,18,0,77,1,True
Male,28,11,1,71,9,770,64,40,5,3,74,1,True
Male,20,8,1,80,23,860,23,2,9,0,97,1,True
Male,25,9,0,8,34,960,35,27,18,1,78,1,True
Male,15,12,1,13,12,900,35,25,8,3,57,1,True
Male,31,14,1,84,30,760,64,48,19,2,63,1,True
Male,45,7,1,21,18,681,37,8,5,7,72,1,True
Male,53,5,0,36,33,825,38,5,6,0,82,1,True
Male,49,5,0,2000,0,130,30,8,22,7,23,0,False
Female,41,18,0,11,0,445,66,51,44,7,25,0,False
Male,22,9,0,39,7,980,35,20,10,0,54,1,True
Male,43,5,0,30,26,764,47,21,11,7,85,1,False
Male,45,6,1,48,31,700,38,6,19,0,65,1,True
Female,77,20,1,2000,0,450,61,33,38,6,11,0,False
Male,52,5,0,39,12,850,28,16,5,2,53,1,True
Male,27,5,0,11,36,965,26,13,6,3,85,1,True
Female,88,23,1,2000,1,435,68,42,20,5,43,0,False
Female,51,15,1,4000,1,310,61,37,48,6,18,0,False
Female,71,22,0,98,9,880,64,54,17,0,77,1,True
Female,57,7,0,10,7,780,31,7,13,2,61,1,True
Female,98,20,0,2000,0,420,69,42,48,6,16,0,False
Male,73,23,1,2000,0,165,28,15,23,7,48,0,False
Male,53,13,1,27,34,685,42,28,18,3,60,1,True
Male,55,22,1,4000,0,490,70,53,42,5,25,0,False
Female,92,22,0,2000,0,300,30,22,25,7,43,0,False
Female,95,17,1,2000,1,465,65,54,34,6,18,0,False
Female,47,16,0,17,1,485,67,67,30,6,19,0,False
Male,13,5,1,90,21,820,42,27,7,1,80,1,True
Male,59,5,1,15,5,660,48,23,13,3,62,1,True
Male,18,8,1,66,33,965,35,15,7,1,82,1,True
Male,75,23,1,4000,1,455,39,9,36,5,15,0,False
Female,33,7,0,2000,0,375,42,10,29,7,14,0,False
Female,96,16,1,3000,1,540,74,52,35,5,28,0,False
Male,16,10,0,34,30,970,45,11,13,0,78,1,True
Female,13,9,1,13,11,660,29,21,7,0,83,1,True
Female,51,11,0,2000,0,525,38,11,45,7,34,0,False
Male,11,7,1,82,17,965,41,28,5,0,89,1,True
Male,97,16,1,2000,1,395,74,57,46,7,15,0,False
Male,54,10,1,14,26,920,47,20,7,3,56,1,True
Male,14,14,0,28,15,800,53,7,17,0,84,1,True
Male,53,18,1,72,24,890,73,33,6,0,54,1,True
Female,87,22,1,2000,1,375,72,43,39,6,33,0,False
Female,52,22,0,3000,1,225,27,19,36,7,38,0,False
Male,7,10,0,31,8,790,40,15,13,3,51,1,True
Female,13,7,0,16,16,675,37,27,10,3,54,1,True
Female,63,17,0,3000,1,205,62,47,34,5,47,0,False
Male,8,12,1,15,16,750,52,18,8,0,77,1,True
Female,42,22,0,22,4,470,65,61,38,7,24,0,False
Female,53,19,0,17,4,305,73,80,30,6,14,0,False
Female,92,18,0,4000,0,335,73,57,46,5,43,0,False
Male,24,11,0,31,5,860,54,21,7,1,55,1,True
Female,46,15,0,24,4,350,70,75,26,6,29,0,False
Female,14,12,1,87,14,980,71,46,16,2,83,1,True
Male,66,23,1,4000,1,485,53,27,46,6,35,0,False
Male,38,13,1,6,34,790,35,22,18,1,64,1,True
Male,25,7,0,20,11,885,23,9,12,3,55,1,True
Male,22,6,1,95,18,975,49,13,5,1,95,1,True
Female,16,6,0,3000,1,255,43,19,39,5,10,0,False
Female,37,18,0,7,7,764,44,14,24,0,66,0,True
Male,53,6,1,30,19,720,25,8,10,1,51,1,True
Female,59,16,0,24000,0,490,61,56,46,7,21,0,False
Female,96,21,1,3000,1,100,71,57,43,6,34,0,False
Female,62,16,1,3000,0,300,62,43,33,5,48,0,False
Female,95,20,0,2000,1,295,74,56,39,6,45,0,False
Male,80,19,0,9000,0,410,72,43,38,5,19,0,False
Female,45,15,0,13,0,345,71,66,25,7,27,0,False
Female,20,9,1,23,13,690,37,7,8,2,51,1,True
Female,16,5,1,2000,0,370,50,11,46,6,42,0,False
Female,62,18,0,19000,1,150,68,48,33,6,19,0,False
Male,48,5,0,72,8,755,63,56,10,3,68,1,True
Female,45,20,0,23,2,365,70,76,39,5,24,0,False
Male,31,12,0,6,6,750,38,10,14,1,78,1,True
Female,43,21,0,20,0,495,67,58,46,6,28,0,False
Male,24,9,1,81,38,925,27,23,9,1,89,1,True
Female,98,18,0,4000,1,505,61,49,27,6,15,0,False
Male,17,8,1,76,19,925,27,6,5,1,99,1,True
Female,48,6,1,4000,0,520,25,14,20,5,38,0,False
Female,51,18,0,23,4,330,71,66,45,5,24,0,False
Female,72,24,0,19000,0,520,69,43,48,5,23,0,False
Female,53,24,1,2000,1,175,74,46,35,7,20,0,False
Male,21,9,1,74,28,835,33,21,9,1,92,1,True
Female,52,16,0,10,1,310,65,83,41,6,27,0,False
Male,15,9,1,79,36,850,43,12,5,1,97,1,True
Male,47,7,0,33,32,820,34,15,5,0,73,1,True
Female,80,15,0,3000,1,375,71,33,41,6,15,0,False
Male,26,8,0,25,26,875,36,24,18,3,75,1,True
Female,17,6,1,4000,1,510,23,21,24,6,36,0,False
Male,57,7,1,42,13,945,31,11,9,3,57,1,True
Male,50,12,0,26,24,920,35,21,6,1,88,1,True
Male,74,21,1,8000,0,415,69,49,38,7,24,0,False
Female,96,18,0,4000,1,275,60,56,44,6,14,0,False
Female,77,21,1,3000,0,515,68,46,43,7,28,0,False
Male,35,14,1,24,32,705,30,19,19,1,55,1,True
Female,31,14,1,13,30,680,34,5,5,2,73,1,True
Female,78,18,1,3000,0,105,33,5,31,7,47,0,False
Male,20,9,0,86,30,750,74,39,10,1,78,1,True
Female,32,9,0,18,8,745,48,8,19,0,71,1,True
Male,26,6,1,70,16,895,64,51,15,0,77,1,True
Female,94,18,0,3000,1,190,65,47,26,6,26,0,False
Male,49,10,1,22,35,725,30,18,16,1,56,1,True
Female,91,16,0,17000,0,230,64,30,22,5,43,0,False
Female,81,15,0,2000,1,230,61,43,36,6,35,0,False
Male,30,5,1,7,7,935,26,29,11,0,56,1,True
Male,43,19,0,14,39,780,43,20,5,0,40,1,False
Female,43,6,1,22,30,830,49,16,7,2,66,1,True
Female,20,11,0,15,27,785,21,20,11,2,68,1,True
Female,94,22,1,3000,0,495,21,14,47,7,13,0,False
Male,12,7,1,80,13,935,35,26,9,0,93,1,True
Female,44,15,0,24,1,485,67,67,48,7,19,0,False
Male,38,11,0,11,33,910,28,11,12,2,72,1,True
Male,78,18,0,66,14,660,69,49,15,1,81,1,True
Male,24,9,1,61,27,830,46,17,5,0,94,1,True
Female,64,22,1,3000,0,145,74,38,46,6,48,0,False
Male,31,8,0,21,9,950,43,9,19,0,81,1,True
Female,51,20,0,61,27,720,72,42,6,2,70,1,True
Female,14,13,0,16,11,830,48,29,9,2,54,1,True
Male,24,6,1,40,32,820,21,20,5,2,61,1,True
Female,55,7,0,73,31,880,69,43,17,2,50,1,True
Female,84,23,0,3000,0,360,60,41,46,7,37,0,False
Female,58,7,1,11,9,940,27,26,17,1,85,1,True
Female,96,19,1,2000,0,540,66,58,35,5,24,0,False
Female,91,19,1,22000,0,215,64,51,42,6,21,0,False
Female,43,16,0,9,2,365,69,65,27,5,10,0,False
Female,43,22,0,4,4,350,73,60,52,7,26,0,False
Female,91,15,0,10000,0,230,67,46,27,6,47,0,False
Male,42,5,1,19,9,775,30,8,15,3,73,1,True
Male,46,10,1,75,35,865,60,45,6,2,59,1,True
Female,99,21,1,3000,1,155,60,30,28,7,30,0,False
Male,38,11,0,95,16,945,71,30,9,1,61,1,True
Female,36,24,0,3,3,435,71,62,46,6,17,0,False
Male,36,12,1,22,13,865,46,27,5,1,56,1,True
Male,24,5,1,94,32,950,24,17,9,1,91,1,True
Male,25,7,0,11,21,945,40,14,6,0,72,1,True
Male,55,10,1,20,23,675,36,17,11,2,64,1,True
Female,78,17,0,4000,0,210,71,49,29,5,47,0,False
Male,34,15,0,47,8,900,37,17,5,6,73,0,False
Male,13,8,1,66,18,850,43,28,6,0,94,1,True
Male,68,23,1,56,23,935,65,30,19,0,54,1,True
Male,94,20,0,6000,0,280,64,51,21,6,16,0,False
Female,25,9,1,3000,0,205,52,19,49,5,19,0,False
Female,50,19,0,19,1,350,65,50,48,5,16,0,False
Male,26,5,0,28,19,975,38,22,11,1,51,1,True
Female,51,11,0,8,25,845,38,16,6,3,79,1,True
Male,59,10,1,15,14,980,46,6,16,1,54,1,True
Male,85,22,0,3000,0,230,73,44,45,6,18,0,False
Male,31,10,1,89,32,860,70,53,16,1,74,1,True
Male,35,11,1,24,19,885,32,7,8,3,83,1,True
Male,10,6,0,7,18,835,54,21,8,3,63,1,True
Male,42,20,0,12,0,339,74,76,20,0,14,0,True
Female,36,5,1,3000,1,370,48,15,38,6,31,0,False
Female,78,21,0,4000,0,395,72,52,25,6,18,0,False
Female,82,21,1,2000,1,175,68,53,37,6,12,0,False
Male,38,8,0,35,21,775,50,29,19,2,86,1,True
Female,35,22,0,24,4,445,71,64,36,7,27,0,False
Male,23,5,1,13,22,875,48,20,12,2,89,1,True
Male,96,24,0,15000,0,155,66,47,49,6,47,0,False
Female,69,23,1,20000,0,180,61,43,25,5,27,0,False
Male,39,14,0,17,29,740,21,18,5,0,78,1,True
Female,22,5,0,76,8,900,68,39,12,7,69,0,False
Female,77,20,0,3000,1,165,29,17,32,6,21,0,False
Female,51,24,0,2000,0,455,70,46,26,6,15,0,False
Female,40,21,0,22,4,405,70,63,28,5,11,0,False
Male,32,12,1,43,13,695,45,12,19,0,82,1,True
Female,67,24,0,23000,1,400,70,45,41,6,18,0,False
Female,41,16,0,11,1,380,71,77,27,7,22,0,False
Male,16,10,1,95,6,725,73,49,18,3,76,1,True
Female,54,21,1,2000,1,440,65,41,40,6,40,0,False
Female,79,15,1,3000,1,135,64,51,23,5,38,0,False
Female,37,16,0,9,3,315,73,55,46,7,19,0,False
Male,42,13,1,8,22,775,37,24,19,0,74,1,True
Female,74,20,1,16000,1,445,72,40,42,7,17,0,False
Male,23,8,1,58,22,895,24,25,9,0,99,1,True
Female,98,21,0,2000,1,325,74,53,35,6,37,0,False
Male,17,9,1,70,32,890,35,4,6,1,96,1,True
Male,14,6,1,55,24,985,44,12,6,1,94,1,True
Female,76,23,1,14000,1,480,61,51,43,6,13,0,False
Male,51,22,1,4000,1,500,64,30,29,6,40,0,False
Male,37,6,1,23,8,955,39,26,16,2,72,1,True
Male,37,13,1,7,29,680,39,14,5,0,70,1,True
Male,10,6,1,80,30,815,23,12,6,0,94,1,True
Female,12,11,1,10,10,815,20,11,16,3,85,1,True
Female,46,19,0,5,4,365,72,74,52,6,16,0,False
Female,45,6,0,3000,0,140,21,11,41,5,17,0,False
Male,52,21,0,73,20,970,70,58,10,3,87,1,True
Male,16,5,0,78,36,900,21,11,5,0,99,0,True
Male,77,19,0,88,8,670,66,43,10,1,58,1,True
Male,63,24,0,4000,1,125,40,14,43,5,32,0,False
Female,73,17,0,13000,0,395,70,54,41,5,11,0,False
Male,22,13,1,24,33,735,28,24,17,3,58,1,True
Female,72,15,1,3000,0,345,70,45,22,6,20,0,False
Female,54,24,0,3000,0,125,73,36,30,7,49,0,False
Male,27,14,1,7,34,770,22,20,19,2,68,1,True
Male,19,10,1,17,21,915,28,21,16,0,54,1,True
Female,39,9,0,27,9,750,45,29,17,3,73,1,True
Male,10,9,1,8,33,910,34,24,6,1,81,1,True
Male,30,13,0,12,29,700,27,20,6,2,59,1,True
Male,85,16,0,3000,1,480,60,43,33,6,23,0,False
Male,42,13,0,23,5,930,34,19,17,0,75,1,True
Male,7,7,1,22,37,855,32,15,16,1,55,1,True
Female,32,7,1,34,13,805,48,25,10,2,70,1,True
Female,29,10,0,45,33,850,37,9,6,3,63,1,True
Male,15,7,1,53,33,995,21,17,5,0,81,1,True
Female,49,21,0,21,4,400,73,58,33,7,17,0,False
Male,16,7,1,53,11,820,45,19,6,1,85,1,True
Male,11,8,1,78,13,910,22,25,5,1,98,1,True
Female,52,24,0,3000,0,390,61,50,38,7,37,0,False
Male,15,9,0,5,14,665,49,24,12,1,55,1,True
Male,59,16,1,74,32,650,73,54,16,2,74,1,True
Male,32,5,1,23,24,965,31,27,15,3,54,1,True
Male,35,14,0,16,33,740,27,8,17,1,54,1,True
Female,43,20,0,19,1,475,66,81,34,6,25,0,False
Male,37,14,0,15,22,895,45,22,15,3,62,1,True
Female,43,20,0,6,4,375,74,74,33,7,15,0,False
Female,85,24,0,5000,0,325,71,49,44,6,16,0,False
Female,21,12,1,15,14,990,31,7,8,3,62,1,True
Female,42,13,0,20,37,800,43,24,12,1,62,1,True
Male,18,7,1,93,31,805,23,14,7,0,95,1,True
Female,90,24,0,16000,0,400,60,48,30,7,24,0,False
Male,20,5,1,87,26,865,32,5,9,0,85,1,True
Male,40,7,1,14,18,820,48,5,11,3,85,1,True
Male,15,17,0,80,29,823,20,12,11,7,85,0,False
Male,78,19,1,4000,1,520,36,13,27,6,11,0,False
Female,35,8,1,2000,0,170,36,23,38,6,20,0,False
Female,51,24,1,7000,1,270,74,54,32,7,22,0,False
Male,74,15,0,94,12,665,69,49,10,3,71,1,True
Female,63,24,0,2000,1,190,62,51,48,5,18,0,False
Male,47,13,1,21,7,840,49,20,19,1,68,1,True
Female,99,24,0,13000,0,380,62,43,35,7,41,0,False
Male,50,8,0,12,32,920,54,18,11,0,61,1,True
Male,27,5,1,25,31,785,50,29,7,0,78,1,True
Male,37,10,1,10,31,950,54,22,10,2,71,1,True
Male,17,7,1,59,30,800,38,10,7,0,96,1,True
Male,13,8,0,42,18,710,48,20,15,2,68,1,True
Male,43,7,0,10,23,700,33,27,13,0,87,1,True
Female,62,19,0,4000,0,305,60,46,37,5,14,0,False
Male,93,18,0,4000,0,130,69,31,22,6,13,0,False
Male,47,12,1,7,13,860,44,17,8,0,65,1,True
Male,34,8,0,14,23,975,29,12,17,3,72,1,True
Female,87,15,0,2000,1,330,69,51,31,6,44,0,False
Male,18,5,1,89,18,940,46,15,9,1,80,1,True
Female,97,24,0,14000,0,375,63,57,40,6,38,0,False
Female,98,20,1,3000,1,310,63,53,44,6,19,0,False
Male,86,21,1,3991,1,300,72,47,18,6,10,0,False
Male,55,8,1,18,36,715,21,18,17,1,76,1,True
Male,97,21,0,2000,1,275,35,13,38,6,31,0,False
Male,25,7,0,23,23,870,48,9,12,1,87,1,True
Female,97,19,1,23000,0,145,62,45,34,5,38,0,False
Male,23,5,1,60,31,975,42,1,6,1,89,1,True
Female,15,5,1,2000,0,165,29,22,26,7,33,0,False
Male,51,12,1,54,25,845,74,35,16,3,65,1,True
Female,88,20,0,4000,0,365,69,33,33,5,49,0,False
Female,51,20,0,19,0,405,65,74,37,6,22,0,False
Female,61,20,0,3000,0,360,26,24,20,6,12,0,False
Female,77,24,1,91,9,860,69,50,11,2,86,1,True
Male,56,13,1,76,14,975,65,38,11,3,83,1,True
Male,16,9,1,60,11,805,21,2,9,1,93,1,True
Female,84,19,1,2000,0,270,70,31,32,5,13,0,False
Female,33,21,1,18,1,342,74,66,42,4,14,1,True
Male,94,24,0,3000,0,440,64,44,26,6,49,0,False
Male,23,9,1,89,35,915,41,22,9,0,99,1,True
Female,66,17,1,3000,0,380,61,48,49,6,30,0,False
Female,74,20,0,4000,1,370,74,30,35,6,29,0,False
Male,14,6,1,98,13,815,21,19,8,1,98,1,True
Female,88,21,1,16000,1,520,65,48,38,5,11,0,False
Female,59,5,1,6,18,800,27,12,13,0,75,1,True
Male,19,5,1,91,36,870,29,7,6,0,98,1,True
Male,11,13,1,52,18,945,65,34,11,1,64,1,True
Female,35,20,0,5,3,390,72,56,51,7,14,0,False
Male,17,12,1,16,28,750,20,29,10,0,56,1,True
Male,31,13,1,10,30,930,22,11,17,0,69,1,True
Male,15,6,1,68,38,955,40,22,8,0,96,1,True
Male,27,8,0,9,9,820,38,20,14,1,60,1,True
Female,36,11,1,20,12,965,38,26,7,3,58,1,True
Female,12,10,0,4000,1,200,21,10,41,5,36,0,False
Male,15,14,1,20,25,715,45,27,12,1,73,1,True
Male,58,5,1,18,12,665,44,11,5,1,83,1,True
Female,94,24,0,3000,1,425,60,37,44,5,41,0,False
Female,95,24,0,3000,1,385,74,31,48,7,27,0,False
Male,50,13,1,20,19,785,52,27,18,2,71,1,True
Male,27,7,1,27,11,800,36,24,7,0,60,1,True
Female,37,18,0,15,1,480,72,77,40,7,19,0,False
Female,27,8,1,21,8,955,35,18,12,0,53,1,True
Male,15,11,0,7,8,670,35,19,9,1,55,1,True
Female,63,23,0,4000,0,435,53,6,43,7,47,0,False
Male,17,5,1,63,23,800,48,8,9,0,88,1,True
Male,38,11,0,7,20,785,21,7,17,2,75,1,True
Male,13,10,1,11,23,740,44,11,13,2,78,1,True
Female,46,24,0,25,7,422,65,66,50,7,25,0,False
Female,71,19,0,3000,1,330,63,40,43,7,30,0,False
Male,45,7,0,8,31,670,24,17,8,0,77,1,True
Male,11,13,1,86,5,795,68,51,9,2,84,1,True
Female,51,21,1,4000,1,385,65,45,43,7,47,0,False
Male,51,22,1,64,35,900,71,47,12,0,50,1,True
Male,46,7,1,74,28,850,69,47,6,2,69,1,True
Male,38,10,0,89,18,820,69,54,15,0,51,1,True
Female,58,11,1,23,31,860,28,18,18,2,76,1,True
Female,59,15,0,4000,0,320,66,37,41,5,40,0,False
Male,7,5,0,19,39,845,26,16,20,0,49,0,True
Female,65,17,1,4000,1,345,65,37,48,7,33,0,False
Male,86,23,1,2000,0,475,68,59,49,5,36,0,False
Male,44,9,0,11,15,930,37,17,13,1,64,1,True
Male,12,9,1,54,29,800,29,22,9,0,81,1,True
Male,81,16,0,24000,1,475,66,56,42,6,47,0,False
Female,67,19,0,3000,0,470,62,52,24,6,14,0,False
Female,16,14,0,52,11,682,35,22,22,0,84,0,False
Female,66,20,0,3000,0,295,31,11,29,5,42,0,False
Female,55,17,0,2000,1,140,62,58,38,5,13,0,False
Male,21,9,1,79,22,985,37,24,9,1,87,1,True
Male,20,5,1,60,27,975,37,29,8,1,83,1,True
Female,97,19,0,15000,1,505,61,43,25,6,12,0,False
Male,19,9,1,62,17,800,28,12,9,0,81,1,True
Female,39,17,0,9,1,490,73,61,29,7,11,0,False
Female,43,15,0,8,4,495,65,57,52,5,22,0,False
Female,44,23,0,13,2,395,68,80,29,5,21,0,False
Male,48,6,0,15,19,750,53,16,18,0,50,1,True
Male,15,9,1,54,20,965,36,9,6,1,80,1,True
Male,20,9,0,35,12,810,32,20,18,2,61,1,True
Male,12,7,1,27,25,900,52,19,10,3,86,1,True
Female,50,18,0,13000,0,205,62,43,30,5,23,0,False
Female,37,17,0,22,4,355,65,72,53,5,12,0,False
Female,70,23,0,2000,1,315,72,32,41,6,23,0,False
Female,85,17,1,2000,0,270,71,59,42,5,41,0,False
Female,24,10,0,84,6,794,34,22,5,0,91,0,True
Male,8,8,1,19,27,760,54,16,8,2,88,1,True
Female,77,23,0,18000,1,490,66,47,33,7,49,0,False
Female,64,24,0,4000,1,140,66,51,46,7,22,0,False
Female,14,7,1,16,35,980,51,8,18,1,71,1,True
Male,35,14,0,11,34,745,50,8,19,0,53,1,True
Male,82,21,0,4000,1,270,66,43,33,7,28,0,False
Female,80,23,0,12000,1,450,70,45,48,5,13,0,False
Male,7,12,0,84,20,813,46,0,7,0,82,0,True
Female,99,22,1,2000,1,390,63,30,24,6,47,0,False
Male,39,9,1,39,6,925,23,29,14,3,60,1,True
Male,18,5,1,89,14,800,24,21,7,0,93,1,True
Male,13,6,1,62,23,800,47,8,9,1,90,1,True
Female,88,23,1,4000,1,220,63,44,32,7,31,0,False
Female,24,7,0,20,12,950,37,5,19,0,70,1,True
Male,40,12,1,40,21,785,26,11,8,2,60,1,True
Female,43,11,0,17,25,685,49,10,16,0,65,1,True
Male,36,10,1,10,13,935,26,28,7,0,79,1,True
Male,21,5,0,88,12,890,66,42,14,3,82,1,True
Female,88,18,1,4000,1,300,29,29,41,7,44,0,False
Male,44,7,0,12,25,745,28,7,13,0,52,1,True
Female,40,6,0,3000,1,230,34,25,41,6,16,0,False
Male,35,5,1,23,5,755,45,12,12,1,79,1,True
Male,47,10,0,86,13,650,68,34,9,2,67,1,True
Female,35,23,0,18,0,345,66,65,43,7,22,0,False
Male,24,7,1,15,10,920,47,17,16,2,87,1,True
Female,54,18,0,2000,0,540,64,43,42,7,48,0,False
Male,87,19,0,5000,0,485,60,42,48,7,32,0,False
Male,64,22,0,2000,0,525,60,53,38,5,16,0,False
Female,52,15,1,11000,0,210,60,30,20,6,30,0,False
Male,73,18,1,60,22,710,63,59,7,3,58,1,True
Male,70,24,0,51,16,890,66,55,14,0,62,1,True
Male,22,7,1,83,30,870,42,6,7,0,98,1,True
Male,18,14,0,32,28,995,30,29,16,2,73,1,True
Male,56,18,0,14992,0,487,61,49,20,5,22,1,False
Female,41,21,0,13,2,315,68,80,33,7,16,0,False
Male,28,9,0,19,7,885,39,28,19,3,64,1,True
Male,51,11,0,7,15,855,33,15,7,0,71,1,True
Male,57,7,1,38,5,780,41,18,15,1,68,1,True
Female,43,6,0,7,16,735,30,11,7,3,60,1,True
